sentiment,review_body,product_category
1,Love everything about this jacket its super soft  thin  and looks great! it's versatile and a great layering piece for someone that lives in a very warm climate! prefer the sleeves to be worn rolled up and the inside belt definitely helps give the piece more shape and dimension!,Jackets
1,Love!!!! i got the green and it goes with so much!,Jackets
1,"I am very happy about the jacket. i like the material and the cut. i was able to wear the jacket for a walk on a rather windy day  about 60 f  with a thin sweater underneath  and it felt comfortable.     the fit is very flattering. i would prefer the sleeves to be a little longer (5'7""  125 lb  got size s). also  i wish the lining was full  not just the front detail - it would allow more versatility. but that's just me...    overall  i like it :))",Jackets
1,If you're very small-framed and/or petite  i would size down in this. unless you want a really slouchy look and fit.   ----------  i have very broad shoulders and very large biceps  and typically wear a m/l in retailer tops. sometimes if a top is a pullover style (as opposed to button-down) i have to size up to a 12 to get the top to accommodate my shoulder width and biceps. so i was leery the size 8/italian 44 would fit  but it does  with room to spare  albeit it is not as loose or long in the ar,Jackets
1,This vest is awesome. it can take any dress/outfit and instantly make it more fancy and formal. the way it drapes is very forgiving and the back bow can be modified and switched out for different colors depending on outfit color. .,Jackets
1,This jacket is perfect!! the denim mixed with the military style is such a good combo. it fits great and is very comfortable. the little ties in the back are a cute addition.,Jackets
1,"This vest is super cute! i'm 5'5"" 120 and usually wear an xs at retailer  i have this in a small and it fits perfectly  fits snug when zipped  my usual xs would have definitely been too tight. would definitely recommend!",Jackets
1,I love this kimono  it's so soft  very beautiful and delicate. so flowy just like picture... gives your outfit such a beautiful addition!,Jackets
-1,I've purchased pilcro jeans in the past and they've held up great. unfortunately  the material used for this particular jean is a far  far cry from what it used to be. the thighs of these jeans start pilling (yes pilling!) after just a few wears. i've never had jeans do this -- whatever denim blend they are using is a complete disaster.    don't buy these -- you will be very disappointed.,Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,I bought these a great alternative to black jeans but they are headed back.  the texture is nice but let's call them what they are- thin  leggings.  not worth the price in my opinion.  honestly  i can't seem to find a pair of pilcros that i like so i'd spent the extra money on a better pair of black jeans.,Jeans
-1,While you can't count on the photo on your monitor to portray the exact color of an item  these photos are way off.  instead of the warm charcoal i see online  the pants are more of a dusty blue.  the material has very little stretch and i couldn't get into the size 24s.  the 25s were tight in the entire leg but huge in the waist.  for reference i usually wear a size 24 in brands like 7 for all mankind and citizens of humanity.,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
-1,"These pants are more like 9"" not 10"". i was very dissappointed. the color is great and so is the fabric.  if you look more closely at the model the pants don't fit her either!! they are too small! i haven't decided whether or not to take them back because i am losing weight. i am a 31 so far but these pants are like a 30. i need the color because they go perfectly with a top i bought from retailer",Jeans
-1,Perhaps i should have gotten two sizes smaller  but the knees on these were baggie by lunch.  they are very soft and comfortable  but i wouldn't buy them again.,Jeans
-1,This picture does not represent these jeans .. the color is way off. they are more yellow toned and look much more worn than in the picture. they also run very small.,Jeans
-1,I loved the look of these pants in the pictures online and i loved the way that they fit. however when i got my pair  the flower placement was completely different. the whole front was black and there were just flowers running out of the crotch seams. i ordered another pair hoping they were just cut wrong  but those were even worse. they looked obscene.,Jeans
0,I ordered these in my usual size and could barely get them on. they fit ike tight leggings. they have spandex that is comfortable and they will probably stretch as you wear them . i exchanged for the next size up  because the style is great for year -round and the quality excellent. i live 2 hours from a store  i would either order up at least one size or try them on in store.,Jeans
0,I am so bummed. these jeans are the perfect weight  totally distressed (and torn) in a way that looks like you've owned them for years  they flare out at the bottom of the legs just the right amount...but there is one huge - or i should write small - problem: your thighs have to be incredibly small to get these pulled all the way on.   ----------  i am a 27 in level 99 and ag brand jeans  and a 28 in my other pairs of coh jeans and in mih jeans as well. i do not have an hourglass figure (my shou,Jeans
0,"The fabric is absolutely lovely on these  but very thin. the top part was tighter than usual (and i sized up from my regular pilcro jean size) and they flare a lot. so the thin  tight top was not a flattering look. the rise also felt short.     i'm 5' 4"" with a 30"" inseam and the regular length just hovered above my ankles. my husband burst out laughing when i tried them on  which is never a good reaction!  even if i hemmed them  i think these are a miss for me. will be returning.    better for",Jeans
0,These jeans fit well and the stretch makes them comfortable. i can't recommemd them though because they're see through. wish white jeans were better lined so that this isn't usually a problem!,Jeans
0,"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you.",Jeans
0,Great jeans by pilcro  too short and snug around my knees for keeping though.,Jeans
0,The color on these are amazing. i am 5'2 and these are really meant for that long lean profile. note they have very little stretch.,Jeans
0,They are beautiful! they fit amazingly! they ripped on a seam the third time i wore them. i kept wearing them  because again  the fit! the style! alas  about the fifth time i wore them  the other leg ripped at the knee seam. they are just totally falling apart. it's so very sad. i would wear them alllll the time if they could bear it. i'm actually thinking of buying another pair because i love them soooo  but it would likely be wasted cash as i believe there is a real manufacturing issue here. w,Jeans
0,I love the relaxed flattering fit of these pants but the navy die runs..a lot. the first time i washed them t did so per instructions on the label. i did my next load of laundry and everything turned blue/ grey! i tried washing them again with vinegar to set the color and hopefully that will help. lots of color running still though  so to be safe wash and then run washer with nothing in it to clean it before doing more laundry. i'm keeping them because i like the pants  but wanted to let you kno,Jeans
1,I honestly  have to give these jeans 5stars.  i loved them when i saw them in the store and had to have them and when i wore them  i got tons of compliments. they are super comfortable too!  i read some of the other reviews and thought that their comments were a little strange.  these jeans are obviously not classic and they will go of style but  if you run a little outside of the style box you will welcome them in your wardrobe.,Jeans
1,"I've been shopping with retailer over 10 years and this is my first review. i almost didn't order after reading negative reviews from petite ladies. i'm 5' 2"" and these jeans are perfection! they look amazing with a 2-3 inch heel. i don't think they are meant to wear with flats since petite people look ridiculous in flats with boot cut or wide leg anyway. love these!",Jeans
1,These jeans! i am obsessed. the perfect boyfriend fit with an easy  relaxed feel. i feel instantly cooler when i slip into these. do yourself a favor and buy them!!,Jeans
1,Fit great and cute. cannot wait for summer to wear with sandals.,Jeans
1,I love these jeans- they really added something special to my wardrobe!    size:   i purchased my normal size in the store and was worried they wouldn't stretch out. the sales clerk helping me order the larger size alerted me that these will stretch a full size as i wear them but i wanted to be sure so i ordered the larger size just in case.     i received the larger size and when i tried them on i could feel them stretching out right away and feeling too loose. i kept my normal size and wore th,Jeans
1,I normally wear a size 27  but i have a pair of shorts by same designer bought several years ago in a size 26 and so i went with a size 26 for this purchase. they fit perfectly. i would have liked to order the petite  but it did not appear to be an option. the fabric is very soft and stretchy. they are little loose around the ankle  but i have very skinny calves and ankles  so that is not so surprising. the color is a perfect grey that will go with everything. i would buy these in other colors.,Jeans
1,These are adorable and very very comfortable. i'm loving the flattering mid rise. as stated before there is no flare as depicted in the photo but still super cute! nice with flats  easy to dress up with some sexy heels.,Jeans
1,These pants fit comfortably and are really nice on! they're not too bulky and can be worn in a casual way and/or with a formal look. i just wish black jeans didn't always have that odd rubber smell. other than that  these are great!,Jeans
1,"These didn't work for me because i am too straight shaped for these jeans. try them if you have a smaller waist and curvy hips and bottom! i didn't have anything to fill out the hips and seat. for reference  i ordered size 25  and they were loose in hip and seat  but fit my waist. my hips are 34.5"" and waist is 28"". they are a thinner stretch denim than they appear  but not jeggings thin.",Jeans
-1,I bought this shirt in a l  since i didn't want it to be too fitted and was concerned a m would be. it is so boxy! it's like a completely different shirt. i have no idea how it looks good on anyone  unless it is simply widened the larger the size. maybe a m wouldn't be as wide and therefore as boxy  but this shirt is just a bad mess. returning.,Knits
-1,The turqoise color is pretty  however  it did smell bad out of the package. i wore it once and it transferred the dye to my skin and white pants  bra and cami! hope it all comes out in the wash. i tried to hand wash the shirt and now have blue hands and a blue tub.,Knits
-1,This shirt had an overpowering vinegar odor when i took it out of the packaging.    the mint green color was appealing but the styling did not look good and the smell was too much.,Knits
-1,I thought from the picture this would be a light floaty top. when it arrived  the fabric was a heavy knit and the neckline sagged very low. on me (granted i'm a pear) the bottom layer hugged my tummy and rear in a very unflattering way. the only thing i liked was the color. back it went.,Knits
-1,It's a cute idea  but it's so low cut and the material is very thin. i was hoping to wear it as a cool  flowing summer top  but i'll have to layer it since my whole bra basically hangs out of it. i'm only keeping it because it was such a good price. also the buttons are super tiny and a little hard to fasten.,Knits
-1,It's such a pretty top but i felt that it looked maternity-ish so i returned it.,Knits
-1,I love the design of this top  however  it's quality is lackluster. the shirt is pretty short and would be more flattering (at least on me) if it had a few more inches. also it's pretty sheer  so figuring out under garments is a dilemma. i will still wear it because i love it. looks great with a denim vest over it!,Knits
-1,I'm always looking for pieces that would good for either layering or worn alone. this looks cute on the model  but when i received it  it's actually very flowing. i wanted more of a straight cut. doesn't work very well on my body. i'm 5'3  123 lbs.  34-d. it's going back.,Knits
-1,This top is very soft and well made. for my short and curvy figure  it is very unflattering. i considered altering it  but there is no way to do it. it gapes in the front and if you have a waist at all  it won't show because this top is boxy and full in that area. if you are tall and slim  it might be perfect  so give it a try.,Knits
0,Love the feel and comfort,Knits
0,"I like the feel and color of this blouse. however  i was very disappointed with the sizing. i usually wear medium so i ordered medium for this blouse  it fits way too big. it is a bummer because the ""curve"" is not even visible when i wear it.",Knits
0,This is a cute top but unfortunately when i washed it (delicate  cold water  line dry) it shrunk excessively in length. i'm very disappointed.,Knits
0,This would be great on someone with a slim build. it's very true to size  it hits above the hips and runs pretty straight through the body for a boxy look. i loved the color and pointelle detail but on my thicker build it just sort of hung in a too-casual way. note that it is the kind of cotton that is likely to stretch with wear (and spring back with cleaning).,Knits
0,I love the colors in this top  but i returned it for a few reasons.  the material is extremely fragile; with small kids i knew this would be snagged all over after my first day of wearing it.  my other issue was that it came to just below my belt on me.  i was under the impression from the photo that it was more of a tunic style top.  i'm 5'6 and it just didn't look that way on me.,Knits
0,I have to agree with another reviewer - this blouse has an odd fit! the small petite (my usual size) was a good length and there was plenty of room in the body  however i found the shoulders to be quite small which made the neckline pull. since i definitely do not have broad shoulders this may be a particular problem for those that do. i also found the gathered seam above the bustline and across the upper back resulted in an unflattering maternity top effect. the blouse i was sent had one sleeve,Knits
0,Loved the bright pattern online and had hoped it had a similar fit to the tyla ts which i love. in actuality this was a lot boxier. the cut was shorter in length  too short for my 5'10 frame. the width was rather boxy and unflattering  particularly with the wide arm holes and flat cuffed sleeves. also the pattern looked a little cheap in person  way less spectacular than retailers typical gorgeous vibrant patterns. this is going back i'm afraid.,Knits
0,This was my absolute favorite top before it transferred dye onto the driver's seat in my car. >:-( there is nothing in the language of the care tag which advises to wash before wearing because of the possibility of dye transfer to other surfaces. the care instructions say that is is washable with like colors and  in fact  recommends dry cleaning. really? and dry cleaning will remove all of that excess dye? don't think so. after i discovered the dye transfer on my car seat  i washed the top in a,Knits
0,I loved the look of this top the moment i saw it in the store  particularly the muted red color. the crochet detail is very pretty and i found the fit to be quite flattering on me. however  part of the crochet detail on the one i received has a hole that needs to be repaired. since i purchased during the sale  i'm going to try and mend myself  but this may end up having to go back. if you see this in store and find one that is not damaged  i would recommend it!,Knits
1,Love this top  the contrasting lace/eyelet is pretty and interesting. it flairs in a flattering way.,Knits
1,Love the colors and design of this lace-printed top but didn't realize it's not lined. the description says its polyester lace with polyester lining so i assumed it was lined and when you look at the photos  there is a lining under the top. the arm holes are slightly cut-in both front and back so it will be rather difficult to find a camisole with thin straps with a similar cut so they don't show. other than that  it's a beautiful  unique summer top.,Knits
1,I love this piece  it fits well and is comfortable. you can dress it up or be more casual. i have received many compliments already and it goes with many of my outfits.,Knits
1,Ordered this in the white/gray. likely one of the softest tops i own  and drapes beautifully. density of fabric enough that i won't need a tee underneath. design of the pointed front will look great with a shorter jacket. i'm busty and there is a ton of fabric in the front. due to shipping i won't return but could have gone a size down  and i'm a 42dd.,Knits
1,Very flattering  the material is not the softest but it's an easy one to throw on with jeans,Knits
1,I love the style of this top  there's good stretch to the fabric so it's very flattering. the length is good for me  as the previous review stated  it's a little long but for me it's lengthening. the lace is lovely  too. i'll wear it with some white jeans for summer.,Knits
1,This is a nice lightweight summer top to wear with a pair of shorts. it is low cut though - lower than i expected so i wear a tank underneath it. the layers are flattering.,Knits
1,I can't say enough about this top! absolutely adorable  the pics don't do it justice. it is made of a soft  medium weight jersey material. the lace makes the top more dressey and unique. the drop waiste elongatesy our torso and is loose pleated at the bottom for interest. i am 5'6''  135 pounds  and long waisted. this fits me perfect (sz small.) the pleated bottom on me begins at low hips (below belly button) so it layes nice and is very flattering. no swing to the top no bulky extra flare at al,Knits
1,Perfect in every way- easy to wear-very feminine  comfy and goes with everything. only problem is color is not like picture. it is a mauve not a light pink. i still love this top and the color it camre in. brighten up with lipstick- necklace- earrings- whatever your pick. highly recommend. a winner!!!,Knits
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
1,Great tank top! loved it so much that i ordered 3!,Layering
1,This turtleneck is already wrapped and it's soon going under the tree for me! i bought it when i saw it in the store and tried it on. it's fitted but not too tight or snug... just fitted and flattering. the lace cutout area is so flattering and unexpected. i love this top and think it will be a wardrobe staple - both for dress and casual. (i'll wash it carefully just in case. it seems well made but i'd hate to snag the lace.),Layering
1,I love this top and wear it all the time. it's a gorgeous pale blue and feels amazing....it is a tighter fitting shirt so if you like looser clothes  size up,Layering
1,Confortable and looks great how ever you wear it.,Layering
1,Velvet always has made quality clothing and i had purchased the same shirt in another color and i wanted to see if they had other colors  they did and i got 2 more. i received in expected time and they were wrapped nicely. thank you for great choices of unique clothing.,Layering
1,I love this shimmer tank-in both colors! it is a very thin fabric-thinner than i would have expected  but i think this is okay since i would use it for layering and probably never wear it as a standalone tank. i think you can never go wrong with sparkles  especially in a layering tank-it dresses up or fancies up the outfit. the straps on this tank are not adjustable  and if you are large chested  i think a lot of cleavage would show in this tank. i would have preferred the sleeves are very sligh,Layering
1,This is a super flattering  cute tank! i've purchased it in several colors because it's such a great fit. somewhat thin material and slightly sheer (especially the white). i like that it has good coverage on the sleeves so that bra straps nor 'side boob/armpit' fat shows. looks great with pilcro capris for a cute  casual summer look! i wish they would come out with even more colors!,Layering
1,It's lightweight  soft  & slinky  unike the average t-shirt. the slinkiness makes it skim the body nicely.,Layering
1,Comfortable  cool-perfect summer tank. ordered  one for my daughter(small)  had to get myself one too(medium)-both tts. great for errand runs  around house  lounging  sleeping. seems better made than more expensive tops ordered as of late. good job retailer,Layering
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,Super itchy! had to return.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
1,On the advice of other reviewers i purchased the m/l in this item. boy was i happy i did. i am normally a size 6-8 and because of the sheerness issue mentioned by another reviewer i purchased the larger size. they are still sheer in the rear end. you must wear a tunic or longer shirt/skirt with these. if you are hanging around the house it is not too bad. these are very comfortable and feel great while wearing. the color is great and the look is good. they are really long when you remove them fr,Legwear
1,Really comfortable leggings! not see through and at a great price!,Legwear
1,These pants are so warm and cozy and comfortable. they are like cashmere for your legs...so amazingly soft!! and for that price  it's definitely worth getting all the colors!!,Legwear
1,These leggings are super comfy. i took the advice of other reviewers and ordered a size down and the leggings fit wonderfully. lately i've been having a problem with leggings falling down at the waist and these stay up nicely so i was very pleased. the leggings have a slight itch because of the sweater feel but they are very warm and i enjoy wearing them.,Legwear
1,For cat lovers in particular  these socks will grab your attention. they are fine quality ankle socks. the kittens are really more moss green than beige.,Legwear
1,Nice quality  but enough material for two sets of tights. can scrunch up at the bottom for a different look.,Legwear
1,This socks are very comfortable however they do feel a little big around the top so for people with a small lower calf might find them a bit big. that being said they are very comfortable.,Legwear
1,I bought a xs in black. i like the weight  texture  and thickness of this fabric. it feels like it smoothes over and holds the lines of my body in well. may be the other reviewer got a pair out of an odd batch  which could mean there are inconsistencies? i would like to see how the color and the stretch holds up with future washes. it would have gotten five stars since if it came in petitte length. but i will pick up a couple of more if it hits sale.,Legwear
1,I feel like snagging a pair of these was the equivalent to standing in line for black friday  as they always seem to be out of stock. now i know why. these are soft  comfortable  and slimming. they're somewhere between the hold of control top pantyhose and spans--they don't fall and sag throughout the day and are nicely slimming without being pain-inducing.,Legwear
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,I own some pure and good cotton tanks similar to this in black that i live in teaching dance. i was hoping these would be the same. i ordered the pale blue and it is completely see through and fits tight in the back and loose in the front. i have no desire to have a bra/sports bra show whether out the sides or through the fabric  it is tacky!,Lounge
-1,Totally see through.,Lounge
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,"My 3 daughters and i all wear a size small and are heights range between 5'2 and 5'10 . this dress was sloppy on every one of us. i don't think a size x small would have made a difference. the length is all over the place .i""m not sure how or where you would fit a bra into the picture. on the positive side was very soft. it may work as a beach cover -up.",Lounge
-1,I had high hopes for this top but it didn't work for me at all. it shows your bra straps perfectly. plus  it was so big and boxy that it made me look about 10 pounds heavier. no thanks!,Lounge
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home  i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck  and it naturally sticks out rather far in the back. i wanted to love t,Lounge
0,This cardigan is very cute. but after 1 wash and no dryer the back has a bunch of pulled threads! very bummed with the quality.,Lounge
0,While the styling is cute  the fit was poor under the arms and there was quite a gap. i returned this.,Lounge
0,I practically live in lounge pants  and i like the unique style of this wide-leg version. i'm generally a 6/28 in pants and ordered the small which fit well  if a bit big. the overall fit is great - slim at the hip with a nice wide waistband  and flatteringly-placed dropped pockets. the pants really slim my hips and provide a nice silhouette with the wide legs. the fabric is soft and flows and i did not experience any sheerness. as for color - i would call these a deep cool brown  definitely not,Lounge
0,I ordered a small and i'm usually always a small. i could not zip it up. i'm am returning it for a large  and this is concerning because what if it is big in a weird way because i'm usually a large?,Lounge
0,I adore a good vest  so when i saw this one at my retailer i had to try it on immediately. i don't wear cream often  but the design and weight of this vest is dreamy. i tried it on at the store and i was on the fence. so i bought it  took it home and tried it on with everything. i am a curvy girl  and i wasn't thrilled with how this fit. now its part of the retailer athleisure line  and i could definitely see this being worn post workout with cute workout gear. girls who are tall and thin  or even w,Lounge
0,"Nice weight and loved the design  but the inside was what i loved the most. it doesn't show in the photos  but the zipper is a light blue and the fabric is double-sided  so the inside is lined with light blue flowers on a darker blue background. cute detail! the only drawback was the length of the sleeves. they were about 2"" too long...and i have long arms! there wasn't enough stretch in band of the sleeve to keep them up once you pushed them up. the only other option i came up with was to fold",Lounge
0,I wanted to love this. the fabric and design are very nice. unfortunately - on my petite frame it looked like a lampshade. this would be very pretty on taller girls. for reference  i am 5'3 117 34b.,Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,Overall the top is cute . what doesn't show in the photo are the pleats on the shoulder/neck area. the placement of the pleats makes you look like you have a football player neck . the neck area doesn't lay flat but comes off as puffy at your neck. i've never seen pleats placed in such a spot. ruined an otherwise cute top,Lounge
1,The peach color is beautiful on this jacket  and the quality and comfort is perfect. i wear a medium and the sizing was spot-on. i may get in another color if a sale comes around again.,Lounge
1,I love this top soooooo much! i love straps and i love tops that will show some of my sports bra in the back  since i tend to buy some that have some strappiness. i love that this top has it all-it is lightweight  and it has some character so it is more attractive than an everyday kind of workout top. it is comfortable  even for classes like body pump where you are constantly moving your arms. i love that the colors are not bold  i am sick of neon!!!!,Lounge
1,I found this top to be very beautiful and well made. the fabric is on the lighter side  however for me that is a double plus. it is great for layering with a cami underneath and/or a heavier sweater on top. and going towards spring it extends wearing time. the lace on the sleeves is beautiful and a pretty peek a boo effect if layered under another sweater. it 's a subtle sexy top with endless possibilities. i found it runs very true to size. i purchased the aqua and after receiving it i rushed t,Lounge
1,I am happy with my decision to buy this dress! it's casual  comfortable and my favorite color  too. this product is true to size  color and the material feels great.,Lounge
